   1 	     8.4778 
   2 	    17.7851 
   3 	    27.1610 
   4 	    36.5336 
   5 	    45.9703 
   6 	    55.3932 
   7 	    64.7941 
   8 	    74.2149 
   9 	    83.6332 
  10 	    92.9951 
  11 	   102.3842 
  12 	   111.8381 
  13 	   121.2782 
  14 	   130.7101 
  15 	   139.9341 
  16 	   149.3103 
  17 	   158.8939 
  18 	   168.2678 
  19 	   177.7501 
  20 	   187.0103 
  21 	   196.5579 
  22 	   205.8349 
  23 	   215.3075 
  24 	   224.7099 
  25 	   234.1270 
  26 	   328.2670 
  27 	   337.5606 
  28 	   347.0175 
  29 	   356.4301 
  30 	   365.7934 
  31 	   375.2245 
  32 	   384.6815 
  33 	   394.0422 
  34 	   403.3327 
  35 	   412.7354 
  36 	   422.1221 
