   1 	    14.5095 
   2 	    23.8879 
   3 	    33.3489 
   4 	    42.7309 
   5 	    52.0831 
   6 	    61.4981 
   7 	    70.9081 
   8 	    80.2653 
   9 	    89.6969 
  10 	    99.1578 
  11 	   108.3956 
  12 	   117.8362 
  13 	   127.2163 
  14 	   136.5733 
  15 	   145.8930 
  16 	   155.3715 
  17 	   164.7155 
  18 	   174.0960 
  19 	   183.4375 
  20 	   192.9001 
  21 	   202.1249 
  22 	   211.5239 
  23 	   220.8688 
  24 	   230.3731 
  25 	   305.1973 
  26 	   314.7542 
  27 	   323.8764 
  28 	   333.3325 
  29 	   342.7952 
  30 	   352.0298 
  31 	   361.2909 
