   1 	     7.4216 
   2 	    16.7982 
   3 	    26.2028 
   4 	    35.5560 
   5 	    44.9623 
   6 	    54.3578 
   7 	    63.7967 
   8 	    73.2373 
   9 	    82.5788 
  10 	    92.0037 
  11 	   101.4720 
  12 	   110.8775 
  13 	   120.2106 
  14 	   129.6825 
  15 	   139.1246 
  16 	   148.5799 
  17 	   157.9796 
  18 	   167.2010 
  19 	   176.7499 
  20 	   186.2071 
  21 	   195.5751 
  22 	   205.1092 
  23 	   214.3751 
  24 	   223.8111 
  25 	   233.4071 
  26 	   242.7645 
  27 	   374.3004 
  28 	   383.6234 
  29 	   392.9875 
  30 	   402.5597 
  31 	   411.9393 
  32 	   421.3251 
  33 	   430.7179 
  34 	   440.0723 
  35 	   449.4585 
  36 	   458.8800 
  37 	   468.3388 
  38 	   477.7112 
  39 	   486.9804 
  40 	   496.5097 
