   1 	    27.2283 
   2 	    32.0302 
   3 	    36.6293 
   4 	    46.0828 
   5 	    55.5207 
   6 	    64.8939 
   7 	    74.3280 
   8 	    83.7654 
   9 	    93.1027 
  10 	   102.5290 
  11 	   111.9985 
  12 	   121.3968 
  13 	   130.8141 
  14 	   140.2196 
  15 	   149.5727 
  16 	   159.1031 
  17 	   168.5094 
  18 	   177.7428 
  19 	   187.2451 
  20 	   196.5623 
  21 	   206.0683 
  22 	   215.4338 
  23 	   224.8435 
  24 	   234.2651 
  25 	   243.6666 
  26 	   403.2505 
  27 	   412.9135 
  28 	   422.2650 
  29 	   431.5987 
  30 	   441.0548 
  31 	   450.4418 
  32 	   459.9363 
  33 	   469.2818 
  34 	   478.7423 
  35 	   488.1295 
  36 	   497.3827 
  37 	   506.9010 
  38 	   516.3390 
  39 	   525.6727 
  40 	   535.0264 
  41 	   544.4363 
  42 	   553.7579 
  43 	   563.1632 
  44 	   572.6170 
  45 	   581.9507 
  46 	   591.3121 
  47 	   600.6293 
  48 	   610.2187 
  49 	   619.4867 
  50 	   628.8095 
  51 	   638.3152 
  52 	   647.8013 
