11.85	26.95	38.25	53.30	68.15	83.95
11.85	26.95	38.25	53.30	68.20	83.90
11.85	26.91	38.29	53.31	68.20	83.90
11.75	26.95	38.45	53.40	68.15	84.05
11.80	26.90	38.25	53.30	68.10	83.95
